accuracy,precision,recall,f1,specificity,false_alarm_rate,miss_rate,hard_negative_fpr,mean_delay_s,median_delay_s,p95_delay_s,n_files,tp,tn,fp,fn,model,threshold,consecutive,gate_threshold
0.9166666666666666,0.9090909090909091,1.0,0.9523809523809523,0.5,0.5,0.0,0.5,24.614999999999945,2.0,85.95000000000012,24,20,2,2,0,Source5_ET_holdout,0.19399214377698315,1,0.032850894490665125
