model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,false_alarm_rate_mean,false_alarm_rate_std,false_alarm_rate_min,false_alarm_rate_max,miss_rate_mean,miss_rate_std,miss_rate_min,miss_rate_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,mild_recall_mean,mild_recall_std,mild_recall_min,mild_recall_max,mean_delay_s_mean,mean_delay_s_std,mean_delay_s_min,mean_delay_s_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max
EarlyCascadeET_50_75_100_150,30,0.9128242436575771,0.06222574817048929,0.7307692307692307,1.0,0.9530188589061586,0.0506688194889724,0.8095238095238095,1.0,0.9369127363864205,0.0682990453378636,0.7368421052631579,1.0,0.9427633267600897,0.042581648465593105,0.8292682926829268,1.0,0.8277777777777778,0.18837545726316368,0.3333333333333333,1.0,0.17222222222222222,0.18837545726316365,0.0,0.6666666666666666,0.0630872636135794,0.06829904533786361,0.0,0.2631578947368421,0.1277777777777778,0.21300321680756457,0.0,0.6666666666666666,0.9369127363864205,0.0682990453378636,0.7368421052631579,1.0,47.37097593694576,8.673964957050003,39.98571428571429,69.2421052631579,41.255,5.0352610109383455,40.0,65.0,78.44049999999999,42.03890751947575,40.0,140.58999999999997,1.0,1.1141720290623112,0.0,4.0,1.2666666666666666,1.3373502709187435,0.0,5.0
PrefixConfirmET_100_150,30,0.8894176502509835,0.07730565359288358,0.68,0.9642857142857143,0.9463278306722915,0.053525252264644836,0.8095238095238095,1.0,0.9131871345029238,0.09089686843071648,0.65,1.0,0.9260410348637388,0.05623429432697362,0.7647058823529411,0.9777777777777777,0.8111111111111111,0.18964240059166917,0.3333333333333333,1.0,0.1888888888888889,0.18964240059166917,0.0,0.6666666666666666,0.08681286549707602,0.09089686843071648,0.0,0.35,0.08333333333333333,0.1993764225138121,0.0,0.6666666666666666,0.9131871345029238,0.09089686843071648,0.65,1.0,98.27855299968921,7.0762972884595206,89.9578947368421,113.79523809523809,90.00500000000001,0.020128894996821294,90.0,90.1,122.42733333333331,22.660694389843517,90.0,141.18,1.1,1.1249521062602224,0.0,4.0,1.7666666666666666,1.8323403789601471,0.0,7.0
