accuracy,precision,recall,f1,specificity,hard_negative_fpr,fp,fn,median_delay_s,p95_delay_s,seed,model
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.3333333333333333,1,0,4.400000000000006,38.2,24,Source5_ET_specificity
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,2.0,38.09,25,Source5_ET_accuracy
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,2.0,38.09,25,Source5_ET_balanced
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,2.0,38.09,25,Source5_ET_specificity
0.9655172413793104,1.0,0.9565217391304348,0.9777777777777777,1.0,0.0,0,1,1.5499999999999972,38.0,26,Source5_ET_accuracy
0.8620689655172413,1.0,0.8260869565217391,0.9047619047619047,1.0,0.0,0,4,7.0,308.12,26,Source5_ET_balanced
0.8620689655172413,1.0,0.8260869565217391,0.9047619047619047,1.0,0.0,0,4,7.0,308.12,26,Source5_ET_specificity
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,38.0,38.2,27,Source5_ET_accuracy
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,38.0,38.2,27,Source5_ET_balanced
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,38.0,38.2,27,Source5_ET_specificity
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.0,1,0,38.0,60.34999999999637,28,Source5_ET_accuracy
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.0,1,0,38.0,60.34999999999637,28,Source5_ET_balanced
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.0,1,0,38.0,60.34999999999637,28,Source5_ET_specificity
0.9655172413793104,1.0,0.9565217391304348,0.9777777777777777,1.0,0.0,0,1,38.0,182.8749999999923,29,Source5_ET_accuracy
0.9655172413793104,1.0,0.9565217391304348,0.9777777777777777,1.0,0.0,0,1,38.0,182.8749999999923,29,Source5_ET_balanced
0.9655172413793104,1.0,0.9565217391304348,0.9777777777777777,1.0,0.0,0,1,38.0,182.8749999999923,29,Source5_ET_specificity
