model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max,vetoed_mean,vetoed_std,vetoed_min,vetoed_max
DualEvidenceVeto_ValidationSelected,30,0.9424516347849681,0.04044340295594853,0.8461538461538461,1.0,0.9621808143547274,0.040426931230856965,0.9,1.0,0.965732513100934,0.03910549858238939,0.85,1.0,0.9630153121609073,0.02621672570043189,0.9,1.0,0.8622222222222221,0.1456214936488291,0.6,1.0,0.08333333333333333,0.15628591541249595,0.0,0.5,0.8,0.8469010445797932,0.0,2.0,0.7,0.7943767889097847,0.0,3.0,42.519999999999996,6.8847357398012425,40.0,65.0,107.83466666666659,61.4685432437255,40.0,240.0,0.0,0.0,0.0,0.0
