model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max
ResCompact_ExtHGB_ET_ROCKET_Ensemble,30,0.9164173110839777,0.049682175918287594,0.8,1.0,0.9308155323012638,0.0429085205866559,0.8260869565217391,1.0,0.9664194577352471,0.04724487141970451,0.8421052631578947,1.0,0.9471893050398524,0.03178057318292806,0.8717948717948718,1.0,0.741111111111111,0.17101977957647385,0.3333333333333333,1.0,0.05555555555555555,0.12634967392981727,0.0,0.3333333333333333,1.5,0.9737945687202026,0.0,4.0,0.6666666666666666,0.922266074754828,0.0,3.0,42.495,7.596169066230597,40.0,65.0,126.81316666666665,99.25972230226614,40.0,390.0
