accuracy,precision,recall,f1,specificity,false_alarm_rate,miss_rate,mean_delay_s,median_delay_s,p95_delay_s,tp,tn,fp,fn,model,thresholds,hard_negative_fpr,mild_recall,seed,split
0.9259259259259259,1.0,0.9090909090909091,0.9523809523809523,1.0,0.0,0.09090909090909091,89.98499999999999,90.0,90.005,20,5,0,2,PrefixConfirmET_100_150,100s:0.46659;150s:0.65,0.0,0.9090909090909091,102,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,42.5,40.0,42.595000000000034,20,6,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.565907;150s:0.626155;250s:0.88;400s:0.681904,0.0,1.0,102,val
0.9629629629629629,0.9565217391304348,1.0,0.9777777777777777,0.8,0.2,0.0,41.122727272727275,40.0,40.095,22,4,1,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.565907;150s:0.626155;250s:0.88;400s:0.681904,0.0,1.0,102,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,107.67058823529412,90.1,140.0,17,6,0,0,PrefixConfirmET_100_150,100s:0.65;150s:0.287395,0.0,1.0,110,val
0.8846153846153846,0.9047619047619048,0.95,0.926829268292683,0.6666666666666666,0.3333333333333333,0.05,100.52631578947368,90.0,140.0,19,4,2,1,PrefixConfirmET_100_150,100s:0.65;150s:0.287395,0.0,0.95,110,test
0.9565217391304348,1.0,0.9411764705882353,0.9696969696969697,1.0,0.0,0.058823529411764705,58.775,40.1,108.75,16,6,0,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.88;75s:0.55;100s:0.624842;150s:0.55038;250s:0.544832;400s:0.630698,0.0,0.9411764705882353,110,val
0.8846153846153846,0.9473684210526315,0.9,0.9230769230769231,0.8333333333333334,0.16666666666666666,0.1,67.77777777777777,40.05,134.99999999999957,18,5,1,2,EarlyCascadeET_50_75_100_150_250_400,50s:0.88;75s:0.55;100s:0.624842;150s:0.55038;250s:0.544832;400s:0.630698,0.0,0.9,110,test
0.9583333333333334,0.9473684210526315,1.0,0.972972972972973,0.8333333333333334,0.16666666666666666,0.0,92.78333333333333,90.0,97.58499999999992,18,5,1,0,PrefixConfirmET_100_150,100s:0.608302;150s:0.515111,0.3333333333333333,1.0,113,val
0.7692307692307693,0.8181818181818182,0.9,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.1,93.40555555555557,90.0,102.51499999999994,18,2,4,2,PrefixConfirmET_100_150,100s:0.608302;150s:0.515111,0.6666666666666666,0.9,113,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.00555555555555,40.0,40.1,18,6,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.774604;100s:0.799281;150s:0.65;250s:0.88;400s:0.88,0.0,1.0,113,val
0.7307692307692307,0.8095238095238095,0.85,0.8292682926829268,0.3333333333333333,0.6666666666666666,0.15,40.66470588235294,40.0,45.9,17,2,4,3,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.774604;100s:0.799281;150s:0.65;250s:0.88;400s:0.88,0.3333333333333333,0.85,113,test
0.9130434782608695,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8333333333333334,0.16666666666666666,0.058823529411764705,90.03125,90.0,90.14999999999999,16,5,1,1,PrefixConfirmET_100_150,100s:0.321565;150s:0.31592,0.0,0.9411764705882353,114,val
0.9642857142857143,0.9565217391304348,1.0,0.9777777777777777,0.8333333333333334,0.16666666666666666,0.0,92.53181818181818,90.0,95.605,22,5,1,0,PrefixConfirmET_100_150,100s:0.321565;150s:0.31592,0.0,1.0,114,test
0.9130434782608695,1.0,0.8823529411764706,0.9375,1.0,0.0,0.11764705882352941,50.03333333333333,40.0,104.99999999999994,15,6,0,2,EarlyCascadeET_50_75_100_150_250_400,50s:0.806405;75s:0.88;100s:0.581736;150s:0.451048;250s:0.536866;400s:0.537459,0.0,0.8823529411764706,114,val
0.9642857142857143,0.9565217391304348,1.0,0.9777777777777777,0.8333333333333334,0.16666666666666666,0.0,60.71363636363637,40.0,137.49999999999997,22,5,1,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.806405;75s:0.88;100s:0.581736;150s:0.451048;250s:0.536866;400s:0.537459,0.0,1.0,114,test
0.84,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.6666666666666666,0.3333333333333333,0.10526315789473684,99.17058823529412,90.0,140.0,17,4,2,2,PrefixConfirmET_100_150,100s:0.65;150s:0.489177,0.3333333333333333,0.8947368421052632,119,val
0.76,0.8095238095238095,0.8947368421052632,0.85,0.3333333333333333,0.6666666666666666,0.10526315789473684,96.2235294117647,90.0,140.0,17,2,4,2,PrefixConfirmET_100_150,100s:0.65;150s:0.489177,0.6666666666666666,0.8947368421052632,119,test
0.96,1.0,0.9473684210526315,0.972972972972973,1.0,0.0,0.05263157894736842,59.772222222222226,40.0,97.5149999999995,18,6,0,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.745703;100s:0.97252;150s:0.97204;250s:0.88;400s:0.766269,0.0,0.9473684210526315,119,val
0.76,0.8823529411764706,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.21052631578947367,40.38666666666667,40.0,41.839999999999996,15,4,2,4,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.745703;100s:0.97252;150s:0.97204;250s:0.88;400s:0.766269,0.0,0.7894736842105263,119,test
