model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max
FastPrefixET_rescompact_cp_v1,30,0.925941459774793,0.03136408332142053,0.88,1.0,0.9316107660455486,0.037276824373338464,0.875,1.0,0.978676236044657,0.030550047263161045,0.9,1.0,0.9537471143831128,0.019459236332341142,0.9230769230769231,1.0,0.7377777777777778,0.15155220724158283,0.4,1.0,0.12222222222222222,0.20025526494115925,0.0,0.6666666666666666,1.5,0.8610338613230188,0.0,3.0,0.43333333333333335,0.6260623155792925,0.0,2.0,41.255,5.039539353606807,40.0,65.0,91.44199999999996,60.354273005314184,40.0,254.9999999999997
