model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max,objective
EarlyCascadeHGB_50_75_100_150_balanced_tuned,30.0,0.913960927960928,0.0450320917752189,0.8,1.0,0.919686191763995,0.0417647153093439,0.8,1.0,0.9766104655578338,0.0346999172119172,0.8947368421052632,1.0,0.9465060190687506,0.0277237420682193,0.888888888888889,1.0,0.6922222222222223,0.1870692156480251,0.0,1.0,0.1333333333333333,0.2413245696001969,0.0,1.0,1.7666666666666666,1.0063019815944514,0.0,5.0,0.4666666666666667,0.6814453874610599,0.0,2.0,40.00333333333333,0.0182574185835057,40.0,40.1,63.55499999999999,26.97698460309941,40.1,140.0,current
