tn,fp,fn,tp,accuracy,specificity,recall,score,threshold,vetoed
169,4,247,362,0.6790281329923273,0.976878612716763,0.5944170771756979,et_fault_prob,0.7602985135260726,246
169,4,249,360,0.6764705882352942,0.976878612716763,0.5911330049261084,et_fault_prob,0.765,248
170,3,253,356,0.6726342710997443,0.9826589595375722,0.5845648604269293,et_fault_prob,0.77,253
170,3,253,356,0.6726342710997443,0.9826589595375722,0.5845648604269293,et_fault_prob,0.7704443830055938,253
170,3,256,353,0.6687979539641944,0.9826589595375722,0.5796387520525451,et_fault_prob,0.775,256
170,3,258,351,0.6662404092071611,0.9826589595375722,0.5763546798029556,et_fault_prob,0.78,258
170,3,260,349,0.6636828644501279,0.9826589595375722,0.5730706075533661,et_fault_prob,0.7849122432969385,260
170,3,260,349,0.6636828644501279,0.9826589595375722,0.5730706075533661,et_fault_prob,0.785,260
171,2,264,345,0.659846547314578,0.9884393063583815,0.5665024630541872,et_fault_prob,0.79,265
171,2,265,344,0.6585677749360613,0.9884393063583815,0.5648604269293924,et_fault_prob,0.795,266
171,2,268,341,0.6547314578005116,0.9884393063583815,0.5599343185550082,et_fault_prob,0.798557369990337,269
171,2,269,340,0.6534526854219949,0.9884393063583815,0.5582922824302134,et_fault_prob,0.8,270
172,1,271,338,0.6521739130434783,0.9942196531791907,0.555008210180624,et_fault_prob,0.805,273
172,1,274,335,0.6483375959079284,0.9942196531791907,0.5500821018062397,et_fault_prob,0.81,276
172,1,274,335,0.6483375959079284,0.9942196531791907,0.5500821018062397,et_fault_prob,0.8100535150681897,276
172,1,277,332,0.6445012787723785,0.9942196531791907,0.5451559934318555,et_fault_prob,0.8150000000000001,279
172,1,281,328,0.639386189258312,0.9942196531791907,0.5385878489326765,et_fault_prob,0.8198284706343277,283
172,1,282,327,0.6381074168797954,0.9942196531791907,0.5369458128078818,et_fault_prob,0.8200000000000001,284
172,1,287,322,0.6317135549872123,0.9942196531791907,0.5287356321839081,et_fault_prob,0.8250000000000001,289
172,1,288,321,0.6304347826086957,0.9942196531791907,0.5270935960591133,et_fault_prob,0.8300000000000001,290
