model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max
FastPrefixRF_rescompact_cp_v1,30,0.8992893772893774,0.0453848761516382,0.7692307692307693,1.0,0.9093202423053681,0.04855389834141184,0.8181818181818182,1.0,0.970653148021569,0.032942517849569426,0.9,1.0,0.9379189593439445,0.02719620206689175,0.8571428571428572,1.0,0.6455555555555555,0.20332171312817088,0.3333333333333333,1.0,0.1722222222222222,0.22945601726030287,0.0,0.6666666666666666,2.033333333333333,1.1591713250937241,0.0,4.0,0.6,0.6746646676632054,0.0,2.0,40.835,4.564048981271814,40.0,65.0,83.77816666666658,54.86342990087755,40.0,240.0
