selector,n_seeds,accuracy_mean,accuracy_std,accuracy_sem,accuracy_min,accuracy_max,precision_mean,precision_std,precision_sem,precision_min,precision_max,recall_mean,recall_std,recall_sem,recall_min,recall_max,f1_mean,f1_std,f1_sem,f1_min,f1_max,specificity_mean,specificity_std,specificity_sem,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_sem,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_sem,fp_min,fp_max,fn_mean,fn_std,fn_sem,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_sem,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_sem,p95_delay_s_min,p95_delay_s_max,margin_mean,margin_std,margin_sem,margin_min,margin_max
NPConformal_OracleDiagnostic_not_valid,30,0.9437849681183016,0.0389451127122513,0.007110372245693745,0.8461538461538461,1.0,0.9637597617231484,0.03880718355618527,0.007085189942322074,0.9,1.0,0.965732513100934,0.039105498582389375,0.007139654565353652,0.85,1.0,0.9638250287600976,0.025299765254941556,0.0046190840432389765,0.9,1.0,0.8677777777777778,0.14100985898885293,0.02574476019960579,0.6,1.0,0.08333333333333333,0.15628591541249595,0.02853377376392278,0.0,0.5,0.7666666666666667,0.8172001541568767,0.1491996528094735,0.0,2.0,0.7,0.7943767889097847,0.14503269548146958,0.0,3.0,42.519999999999996,6.8847357398012425,1.2569750223837195,40.0,65.0,110.66799999999992,65.54160189239117,11.966204603828642,40.0,240.0,0.0,0.0,0.0,0.0,0.0
