model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max,vetoed_mean,vetoed_std,vetoed_min,vetoed_max
ValidationSelected_Base,30,0.9437849681183016,0.03894511271225131,0.8461538461538461,1.0,0.9637597617231484,0.038807183556185294,0.9,1.0,0.965732513100934,0.03910549858238939,0.85,1.0,0.9638250287600976,0.02529976525494156,0.9,1.0,0.8677777777777778,0.14100985898885293,0.6,1.0,0.08333333333333333,0.15628591541249595,0.0,0.5,0.7666666666666667,0.8172001541568767,0.0,2.0,0.7,0.7943767889097847,0.0,3.0,42.519999999999996,6.8847357398012425,40.0,65.0,110.66799999999992,65.54160189239117,40.0,240.0,0.0,0.0,0.0,0.0
PointSetPrototypeVeto_ValidationSelected,30,0.9437849681183016,0.03894511271225131,0.8461538461538461,1.0,0.9637597617231484,0.038807183556185294,0.9,1.0,0.965732513100934,0.03910549858238939,0.85,1.0,0.9638250287600976,0.02529976525494156,0.9,1.0,0.8677777777777778,0.14100985898885293,0.6,1.0,0.08333333333333333,0.15628591541249595,0.0,0.5,0.7666666666666667,0.8172001541568767,0.0,2.0,0.7,0.7943767889097847,0.0,3.0,42.519999999999996,6.8847357398012425,40.0,65.0,110.66799999999992,65.54160189239117,40.0,240.0,0.0,0.0,0.0,0.0
