model,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,specificity_mean,specificity_std,specificity_min,specificity_max,hard_negative_fpr_mean,hard_negative_fpr_std,hard_negative_fpr_min,hard_negative_fpr_max,fp_mean,fp_std,fp_min,fp_max,fn_mean,fn_std,fn_min,fn_max,median_delay_s_mean,median_delay_s_std,median_delay_s_min,median_delay_s_max,p95_delay_s_mean,p95_delay_s_std,p95_delay_s_min,p95_delay_s_max
SeverityMultiPrefixET_sev_et15_h4_10seed,10,0.9121619861619861,0.03678870201465328,0.8518518518518519,0.9629629629629629,0.9264643327686806,0.04276615076668972,0.8636363636363636,1.0,0.9670312143996356,0.04358513926143567,0.8636363636363636,1.0,0.9449972980318982,0.023125457412420714,0.9047619047619048,0.975609756097561,0.7233333333333333,0.16333711257910438,0.5,1.0,0.08333333333333333,0.1800205749557739,0.0,0.5,1.6,0.9660917830792959,0.0,3.0,0.7,0.9486832980505137,0.0,3.0,42.5,7.905694150420948,40.0,65.0,59.9885,29.958636210800904,40.115,140.0
