seed,variant,alpha,mode,base_margin,adder,margin
33,max_alpha0.10_add0.000,0.1,max,0.0,0.0,0.0
33,max_alpha0.10_add0.005,0.1,max,0.0,0.005,0.005
33,max_alpha0.10_add0.010,0.1,max,0.0,0.01,0.01
33,max_alpha0.10_add0.020,0.1,max,0.0,0.02,0.02
33,max_alpha0.10_add0.030,0.1,max,0.0,0.03,0.03
33,max_alpha0.10_add0.050,0.1,max,0.0,0.05,0.05
33,max_alpha0.10_add0.080,0.1,max,0.0,0.08,0.08
33,q90_alpha0.05_add0.000,0.05,q90,0.0,0.0,0.0
33,q90_alpha0.05_add0.005,0.05,q90,0.0,0.005,0.005
33,q90_alpha0.05_add0.010,0.05,q90,0.0,0.01,0.01
33,q90_alpha0.05_add0.020,0.05,q90,0.0,0.02,0.02
33,q90_alpha0.05_add0.030,0.05,q90,0.0,0.03,0.03
33,q90_alpha0.05_add0.050,0.05,q90,0.0,0.05,0.05
33,q90_alpha0.05_add0.080,0.05,q90,0.0,0.08,0.08
33,q95_alpha0.05_add0.000,0.05,q95,0.0,0.0,0.0
33,q95_alpha0.05_add0.005,0.05,q95,0.0,0.005,0.005
33,q95_alpha0.05_add0.010,0.05,q95,0.0,0.01,0.01
33,q95_alpha0.05_add0.020,0.05,q95,0.0,0.02,0.02
33,q95_alpha0.05_add0.030,0.05,q95,0.0,0.03,0.03
33,q95_alpha0.05_add0.050,0.05,q95,0.0,0.05,0.05
33,q95_alpha0.05_add0.080,0.05,q95,0.0,0.08,0.08
33,conformal_alpha0.05_add0.000,0.05,conformal,0.0,0.0,0.0
33,conformal_alpha0.05_add0.005,0.05,conformal,0.0,0.005,0.005
33,conformal_alpha0.05_add0.010,0.05,conformal,0.0,0.01,0.01
33,conformal_alpha0.05_add0.020,0.05,conformal,0.0,0.02,0.02
33,conformal_alpha0.05_add0.030,0.05,conformal,0.0,0.03,0.03
33,conformal_alpha0.05_add0.050,0.05,conformal,0.0,0.05,0.05
33,conformal_alpha0.05_add0.080,0.05,conformal,0.0,0.08,0.08
33,max_alpha0.05_add0.000,0.05,max,0.0,0.0,0.0
33,max_alpha0.05_add0.005,0.05,max,0.0,0.005,0.005
33,max_alpha0.05_add0.010,0.05,max,0.0,0.01,0.01
33,max_alpha0.05_add0.020,0.05,max,0.0,0.02,0.02
33,max_alpha0.05_add0.030,0.05,max,0.0,0.03,0.03
33,max_alpha0.05_add0.050,0.05,max,0.0,0.05,0.05
33,max_alpha0.05_add0.080,0.05,max,0.0,0.08,0.08
55,q90_alpha0.20_add0.000,0.2,q90,0.0,0.0,0.0
55,q90_alpha0.20_add0.005,0.2,q90,0.0,0.005,0.005
55,q90_alpha0.20_add0.010,0.2,q90,0.0,0.01,0.01
55,q90_alpha0.20_add0.020,0.2,q90,0.0,0.02,0.02
55,q90_alpha0.20_add0.030,0.2,q90,0.0,0.03,0.03
55,q90_alpha0.20_add0.050,0.2,q90,0.0,0.05,0.05
55,q90_alpha0.20_add0.080,0.2,q90,0.0,0.08,0.08
55,q95_alpha0.20_add0.000,0.2,q95,0.0,0.0,0.0
55,q95_alpha0.20_add0.005,0.2,q95,0.0,0.005,0.005
55,q95_alpha0.20_add0.010,0.2,q95,0.0,0.01,0.01
55,q95_alpha0.20_add0.020,0.2,q95,0.0,0.02,0.02
55,q95_alpha0.20_add0.030,0.2,q95,0.0,0.03,0.03
55,q95_alpha0.20_add0.050,0.2,q95,0.0,0.05,0.05
55,q95_alpha0.20_add0.080,0.2,q95,0.0,0.08,0.08
55,conformal_alpha0.20_add0.000,0.2,conformal,0.0,0.0,0.0
55,conformal_alpha0.20_add0.005,0.2,conformal,0.0,0.005,0.005
55,conformal_alpha0.20_add0.010,0.2,conformal,0.0,0.01,0.01
55,conformal_alpha0.20_add0.020,0.2,conformal,0.0,0.02,0.02
55,conformal_alpha0.20_add0.030,0.2,conformal,0.0,0.03,0.03
55,conformal_alpha0.20_add0.050,0.2,conformal,0.0,0.05,0.05
55,conformal_alpha0.20_add0.080,0.2,conformal,0.0,0.08,0.08
55,max_alpha0.20_add0.000,0.2,max,0.0,0.0,0.0
55,max_alpha0.20_add0.005,0.2,max,0.0,0.005,0.005
55,max_alpha0.20_add0.010,0.2,max,0.0,0.01,0.01
55,max_alpha0.20_add0.020,0.2,max,0.0,0.02,0.02
55,max_alpha0.20_add0.030,0.2,max,0.0,0.03,0.03
55,max_alpha0.20_add0.050,0.2,max,0.0,0.05,0.05
55,max_alpha0.20_add0.080,0.2,max,0.0,0.08,0.08
55,q90_alpha0.10_add0.000,0.1,q90,0.0,0.0,0.0
55,q90_alpha0.10_add0.005,0.1,q90,0.0,0.005,0.005
55,q90_alpha0.10_add0.010,0.1,q90,0.0,0.01,0.01
55,q90_alpha0.10_add0.020,0.1,q90,0.0,0.02,0.02
55,q90_alpha0.10_add0.030,0.1,q90,0.0,0.03,0.03
55,q90_alpha0.10_add0.050,0.1,q90,0.0,0.05,0.05
55,q90_alpha0.10_add0.080,0.1,q90,0.0,0.08,0.08
55,q95_alpha0.10_add0.000,0.1,q95,0.0,0.0,0.0
55,q95_alpha0.10_add0.005,0.1,q95,0.0,0.005,0.005
55,q95_alpha0.10_add0.010,0.1,q95,0.0,0.01,0.01
55,q95_alpha0.10_add0.020,0.1,q95,0.0,0.02,0.02
55,q95_alpha0.10_add0.030,0.1,q95,0.0,0.03,0.03
55,q95_alpha0.10_add0.050,0.1,q95,0.0,0.05,0.05
55,q95_alpha0.10_add0.080,0.1,q95,0.0,0.08,0.08
55,conformal_alpha0.10_add0.000,0.1,conformal,0.0,0.0,0.0
55,conformal_alpha0.10_add0.005,0.1,conformal,0.0,0.005,0.005
55,conformal_alpha0.10_add0.010,0.1,conformal,0.0,0.01,0.01
55,conformal_alpha0.10_add0.020,0.1,conformal,0.0,0.02,0.02
55,conformal_alpha0.10_add0.030,0.1,conformal,0.0,0.03,0.03
55,conformal_alpha0.10_add0.050,0.1,conformal,0.0,0.05,0.05
55,conformal_alpha0.10_add0.080,0.1,conformal,0.0,0.08,0.08
55,max_alpha0.10_add0.000,0.1,max,0.0,0.0,0.0
55,max_alpha0.10_add0.005,0.1,max,0.0,0.005,0.005
55,max_alpha0.10_add0.010,0.1,max,0.0,0.01,0.01
55,max_alpha0.10_add0.020,0.1,max,0.0,0.02,0.02
55,max_alpha0.10_add0.030,0.1,max,0.0,0.03,0.03
55,max_alpha0.10_add0.050,0.1,max,0.0,0.05,0.05
55,max_alpha0.10_add0.080,0.1,max,0.0,0.08,0.08
55,q90_alpha0.05_add0.000,0.05,q90,0.0,0.0,0.0
55,q90_alpha0.05_add0.005,0.05,q90,0.0,0.005,0.005
55,q90_alpha0.05_add0.010,0.05,q90,0.0,0.01,0.01
55,q90_alpha0.05_add0.020,0.05,q90,0.0,0.02,0.02
55,q90_alpha0.05_add0.030,0.05,q90,0.0,0.03,0.03
55,q90_alpha0.05_add0.050,0.05,q90,0.0,0.05,0.05
55,q90_alpha0.05_add0.080,0.05,q90,0.0,0.08,0.08
55,q95_alpha0.05_add0.000,0.05,q95,0.0,0.0,0.0
55,q95_alpha0.05_add0.005,0.05,q95,0.0,0.005,0.005
55,q95_alpha0.05_add0.010,0.05,q95,0.0,0.01,0.01
55,q95_alpha0.05_add0.020,0.05,q95,0.0,0.02,0.02
55,q95_alpha0.05_add0.030,0.05,q95,0.0,0.03,0.03
55,q95_alpha0.05_add0.050,0.05,q95,0.0,0.05,0.05
55,q95_alpha0.05_add0.080,0.05,q95,0.0,0.08,0.08
55,conformal_alpha0.05_add0.000,0.05,conformal,0.0,0.0,0.0
55,conformal_alpha0.05_add0.005,0.05,conformal,0.0,0.005,0.005
55,conformal_alpha0.05_add0.010,0.05,conformal,0.0,0.01,0.01
55,conformal_alpha0.05_add0.020,0.05,conformal,0.0,0.02,0.02
55,conformal_alpha0.05_add0.030,0.05,conformal,0.0,0.03,0.03
55,conformal_alpha0.05_add0.050,0.05,conformal,0.0,0.05,0.05
55,conformal_alpha0.05_add0.080,0.05,conformal,0.0,0.08,0.08
55,max_alpha0.05_add0.000,0.05,max,0.0,0.0,0.0
55,max_alpha0.05_add0.005,0.05,max,0.0,0.005,0.005
55,max_alpha0.05_add0.010,0.05,max,0.0,0.01,0.01
55,max_alpha0.05_add0.020,0.05,max,0.0,0.02,0.02
55,max_alpha0.05_add0.030,0.05,max,0.0,0.03,0.03
55,max_alpha0.05_add0.050,0.05,max,0.0,0.05,0.05
55,max_alpha0.05_add0.080,0.05,max,0.0,0.08,0.08
69,q90_alpha0.20_add0.000,0.2,q90,0.0,0.0,0.0
69,q90_alpha0.20_add0.005,0.2,q90,0.0,0.005,0.005
69,q90_alpha0.20_add0.010,0.2,q90,0.0,0.01,0.01
69,q90_alpha0.20_add0.020,0.2,q90,0.0,0.02,0.02
69,q90_alpha0.20_add0.030,0.2,q90,0.0,0.03,0.03
69,q90_alpha0.20_add0.050,0.2,q90,0.0,0.05,0.05
69,q90_alpha0.20_add0.080,0.2,q90,0.0,0.08,0.08
69,q95_alpha0.20_add0.000,0.2,q95,0.0,0.0,0.0
69,q95_alpha0.20_add0.005,0.2,q95,0.0,0.005,0.005
69,q95_alpha0.20_add0.010,0.2,q95,0.0,0.01,0.01
69,q95_alpha0.20_add0.020,0.2,q95,0.0,0.02,0.02
69,q95_alpha0.20_add0.030,0.2,q95,0.0,0.03,0.03
69,q95_alpha0.20_add0.050,0.2,q95,0.0,0.05,0.05
69,q95_alpha0.20_add0.080,0.2,q95,0.0,0.08,0.08
69,conformal_alpha0.20_add0.000,0.2,conformal,0.0,0.0,0.0
69,conformal_alpha0.20_add0.005,0.2,conformal,0.0,0.005,0.005
69,conformal_alpha0.20_add0.010,0.2,conformal,0.0,0.01,0.01
69,conformal_alpha0.20_add0.020,0.2,conformal,0.0,0.02,0.02
69,conformal_alpha0.20_add0.030,0.2,conformal,0.0,0.03,0.03
69,conformal_alpha0.20_add0.050,0.2,conformal,0.0,0.05,0.05
69,conformal_alpha0.20_add0.080,0.2,conformal,0.0,0.08,0.08
69,max_alpha0.20_add0.000,0.2,max,0.0,0.0,0.0
69,max_alpha0.20_add0.005,0.2,max,0.0,0.005,0.005
69,max_alpha0.20_add0.010,0.2,max,0.0,0.01,0.01
69,max_alpha0.20_add0.020,0.2,max,0.0,0.02,0.02
69,max_alpha0.20_add0.030,0.2,max,0.0,0.03,0.03
69,max_alpha0.20_add0.050,0.2,max,0.0,0.05,0.05
69,max_alpha0.20_add0.080,0.2,max,0.0,0.08,0.08
69,q90_alpha0.10_add0.000,0.1,q90,0.0,0.0,0.0
69,q90_alpha0.10_add0.005,0.1,q90,0.0,0.005,0.005
69,q90_alpha0.10_add0.010,0.1,q90,0.0,0.01,0.01
69,q90_alpha0.10_add0.020,0.1,q90,0.0,0.02,0.02
69,q90_alpha0.10_add0.030,0.1,q90,0.0,0.03,0.03
69,q90_alpha0.10_add0.050,0.1,q90,0.0,0.05,0.05
69,q90_alpha0.10_add0.080,0.1,q90,0.0,0.08,0.08
69,q95_alpha0.10_add0.000,0.1,q95,0.0,0.0,0.0
69,q95_alpha0.10_add0.005,0.1,q95,0.0,0.005,0.005
69,q95_alpha0.10_add0.010,0.1,q95,0.0,0.01,0.01
69,q95_alpha0.10_add0.020,0.1,q95,0.0,0.02,0.02
69,q95_alpha0.10_add0.030,0.1,q95,0.0,0.03,0.03
69,q95_alpha0.10_add0.050,0.1,q95,0.0,0.05,0.05
69,q95_alpha0.10_add0.080,0.1,q95,0.0,0.08,0.08
69,conformal_alpha0.10_add0.000,0.1,conformal,0.0,0.0,0.0
69,conformal_alpha0.10_add0.005,0.1,conformal,0.0,0.005,0.005
69,conformal_alpha0.10_add0.010,0.1,conformal,0.0,0.01,0.01
69,conformal_alpha0.10_add0.020,0.1,conformal,0.0,0.02,0.02
69,conformal_alpha0.10_add0.030,0.1,conformal,0.0,0.03,0.03
69,conformal_alpha0.10_add0.050,0.1,conformal,0.0,0.05,0.05
69,conformal_alpha0.10_add0.080,0.1,conformal,0.0,0.08,0.08
69,max_alpha0.10_add0.000,0.1,max,0.0,0.0,0.0
69,max_alpha0.10_add0.005,0.1,max,0.0,0.005,0.005
69,max_alpha0.10_add0.010,0.1,max,0.0,0.01,0.01
69,max_alpha0.10_add0.020,0.1,max,0.0,0.02,0.02
69,max_alpha0.10_add0.030,0.1,max,0.0,0.03,0.03
69,max_alpha0.10_add0.050,0.1,max,0.0,0.05,0.05
69,max_alpha0.10_add0.080,0.1,max,0.0,0.08,0.08
69,q90_alpha0.05_add0.000,0.05,q90,0.0,0.0,0.0
69,q90_alpha0.05_add0.005,0.05,q90,0.0,0.005,0.005
69,q90_alpha0.05_add0.010,0.05,q90,0.0,0.01,0.01
69,q90_alpha0.05_add0.020,0.05,q90,0.0,0.02,0.02
69,q90_alpha0.05_add0.030,0.05,q90,0.0,0.03,0.03
69,q90_alpha0.05_add0.050,0.05,q90,0.0,0.05,0.05
69,q90_alpha0.05_add0.080,0.05,q90,0.0,0.08,0.08
69,q95_alpha0.05_add0.000,0.05,q95,0.0,0.0,0.0
69,q95_alpha0.05_add0.005,0.05,q95,0.0,0.005,0.005
69,q95_alpha0.05_add0.010,0.05,q95,0.0,0.01,0.01
69,q95_alpha0.05_add0.020,0.05,q95,0.0,0.02,0.02
69,q95_alpha0.05_add0.030,0.05,q95,0.0,0.03,0.03
69,q95_alpha0.05_add0.050,0.05,q95,0.0,0.05,0.05
69,q95_alpha0.05_add0.080,0.05,q95,0.0,0.08,0.08
69,conformal_alpha0.05_add0.000,0.05,conformal,0.0,0.0,0.0
69,conformal_alpha0.05_add0.005,0.05,conformal,0.0,0.005,0.005
69,conformal_alpha0.05_add0.010,0.05,conformal,0.0,0.01,0.01
69,conformal_alpha0.05_add0.020,0.05,conformal,0.0,0.02,0.02
69,conformal_alpha0.05_add0.030,0.05,conformal,0.0,0.03,0.03
69,conformal_alpha0.05_add0.050,0.05,conformal,0.0,0.05,0.05
69,conformal_alpha0.05_add0.080,0.05,conformal,0.0,0.08,0.08
69,max_alpha0.05_add0.000,0.05,max,0.0,0.0,0.0
69,max_alpha0.05_add0.005,0.05,max,0.0,0.005,0.005
69,max_alpha0.05_add0.010,0.05,max,0.0,0.01,0.01
69,max_alpha0.05_add0.020,0.05,max,0.0,0.02,0.02
69,max_alpha0.05_add0.030,0.05,max,0.0,0.03,0.03
69,max_alpha0.05_add0.050,0.05,max,0.0,0.05,0.05
69,max_alpha0.05_add0.080,0.05,max,0.0,0.08,0.08
72,q90_alpha0.20_add0.000,0.2,q90,0.1546468307367266,0.0,0.1546468307367266
72,q90_alpha0.20_add0.005,0.2,q90,0.1546468307367266,0.005,0.1596468307367266
72,q90_alpha0.20_add0.010,0.2,q90,0.1546468307367266,0.01,0.16464683073672662
72,q90_alpha0.20_add0.020,0.2,q90,0.1546468307367266,0.02,0.1746468307367266
72,q90_alpha0.20_add0.030,0.2,q90,0.1546468307367266,0.03,0.1846468307367266
72,q90_alpha0.20_add0.050,0.2,q90,0.1546468307367266,0.05,0.20464683073672663
72,q90_alpha0.20_add0.080,0.2,q90,0.1546468307367266,0.08,0.2346468307367266
72,q95_alpha0.20_add0.000,0.2,q95,0.2390922444152774,0.0,0.2390922444152774
72,q95_alpha0.20_add0.005,0.2,q95,0.2390922444152774,0.005,0.2440922444152774
72,q95_alpha0.20_add0.010,0.2,q95,0.2390922444152774,0.01,0.24909224441527741
72,q95_alpha0.20_add0.020,0.2,q95,0.2390922444152774,0.02,0.2590922444152774
72,q95_alpha0.20_add0.030,0.2,q95,0.2390922444152774,0.03,0.2690922444152774
72,q95_alpha0.20_add0.050,0.2,q95,0.2390922444152774,0.05,0.2890922444152774
72,q95_alpha0.20_add0.080,0.2,q95,0.2390922444152774,0.08,0.3190922444152774
72,conformal_alpha0.20_add0.000,0.2,conformal,0.32353765809382823,0.0,0.32353765809382823
72,conformal_alpha0.20_add0.005,0.2,conformal,0.32353765809382823,0.005,0.32853765809382823
72,conformal_alpha0.20_add0.010,0.2,conformal,0.32353765809382823,0.01,0.33353765809382824
72,conformal_alpha0.20_add0.020,0.2,conformal,0.32353765809382823,0.02,0.34353765809382825
72,conformal_alpha0.20_add0.030,0.2,conformal,0.32353765809382823,0.03,0.3535376580938282
72,conformal_alpha0.20_add0.050,0.2,conformal,0.32353765809382823,0.05,0.3735376580938282
72,conformal_alpha0.20_add0.080,0.2,conformal,0.32353765809382823,0.08,0.40353765809382824
72,max_alpha0.20_add0.000,0.2,max,0.32353765809382823,0.0,0.32353765809382823
72,max_alpha0.20_add0.005,0.2,max,0.32353765809382823,0.005,0.32853765809382823
72,max_alpha0.20_add0.010,0.2,max,0.32353765809382823,0.01,0.33353765809382824
72,max_alpha0.20_add0.020,0.2,max,0.32353765809382823,0.02,0.34353765809382825
72,max_alpha0.20_add0.030,0.2,max,0.32353765809382823,0.03,0.3535376580938282
72,max_alpha0.20_add0.050,0.2,max,0.32353765809382823,0.05,0.3735376580938282
72,max_alpha0.20_add0.080,0.2,max,0.32353765809382823,0.08,0.40353765809382824
72,q90_alpha0.10_add0.000,0.1,q90,0.1546468307367266,0.0,0.1546468307367266
72,q90_alpha0.10_add0.005,0.1,q90,0.1546468307367266,0.005,0.1596468307367266
72,q90_alpha0.10_add0.010,0.1,q90,0.1546468307367266,0.01,0.16464683073672662
72,q90_alpha0.10_add0.020,0.1,q90,0.1546468307367266,0.02,0.1746468307367266
72,q90_alpha0.10_add0.030,0.1,q90,0.1546468307367266,0.03,0.1846468307367266
72,q90_alpha0.10_add0.050,0.1,q90,0.1546468307367266,0.05,0.20464683073672663
72,q90_alpha0.10_add0.080,0.1,q90,0.1546468307367266,0.08,0.2346468307367266
72,q95_alpha0.10_add0.000,0.1,q95,0.2390922444152774,0.0,0.2390922444152774
72,q95_alpha0.10_add0.005,0.1,q95,0.2390922444152774,0.005,0.2440922444152774
72,q95_alpha0.10_add0.010,0.1,q95,0.2390922444152774,0.01,0.24909224441527741
72,q95_alpha0.10_add0.020,0.1,q95,0.2390922444152774,0.02,0.2590922444152774
72,q95_alpha0.10_add0.030,0.1,q95,0.2390922444152774,0.03,0.2690922444152774
72,q95_alpha0.10_add0.050,0.1,q95,0.2390922444152774,0.05,0.2890922444152774
72,q95_alpha0.10_add0.080,0.1,q95,0.2390922444152774,0.08,0.3190922444152774
72,conformal_alpha0.10_add0.000,0.1,conformal,0.32353765809382823,0.0,0.32353765809382823
72,conformal_alpha0.10_add0.005,0.1,conformal,0.32353765809382823,0.005,0.32853765809382823
72,conformal_alpha0.10_add0.010,0.1,conformal,0.32353765809382823,0.01,0.33353765809382824
72,conformal_alpha0.10_add0.020,0.1,conformal,0.32353765809382823,0.02,0.34353765809382825
72,conformal_alpha0.10_add0.030,0.1,conformal,0.32353765809382823,0.03,0.3535376580938282
72,conformal_alpha0.10_add0.050,0.1,conformal,0.32353765809382823,0.05,0.3735376580938282
72,conformal_alpha0.10_add0.080,0.1,conformal,0.32353765809382823,0.08,0.40353765809382824
72,max_alpha0.10_add0.000,0.1,max,0.32353765809382823,0.0,0.32353765809382823
72,max_alpha0.10_add0.005,0.1,max,0.32353765809382823,0.005,0.32853765809382823
72,max_alpha0.10_add0.010,0.1,max,0.32353765809382823,0.01,0.33353765809382824
72,max_alpha0.10_add0.020,0.1,max,0.32353765809382823,0.02,0.34353765809382825
72,max_alpha0.10_add0.030,0.1,max,0.32353765809382823,0.03,0.3535376580938282
72,max_alpha0.10_add0.050,0.1,max,0.32353765809382823,0.05,0.3735376580938282
72,max_alpha0.10_add0.080,0.1,max,0.32353765809382823,0.08,0.40353765809382824
72,q90_alpha0.05_add0.000,0.05,q90,0.1546468307367266,0.0,0.1546468307367266
72,q90_alpha0.05_add0.005,0.05,q90,0.1546468307367266,0.005,0.1596468307367266
72,q90_alpha0.05_add0.010,0.05,q90,0.1546468307367266,0.01,0.16464683073672662
72,q90_alpha0.05_add0.020,0.05,q90,0.1546468307367266,0.02,0.1746468307367266
72,q90_alpha0.05_add0.030,0.05,q90,0.1546468307367266,0.03,0.1846468307367266
72,q90_alpha0.05_add0.050,0.05,q90,0.1546468307367266,0.05,0.20464683073672663
72,q90_alpha0.05_add0.080,0.05,q90,0.1546468307367266,0.08,0.2346468307367266
72,q95_alpha0.05_add0.000,0.05,q95,0.2390922444152774,0.0,0.2390922444152774
72,q95_alpha0.05_add0.005,0.05,q95,0.2390922444152774,0.005,0.2440922444152774
72,q95_alpha0.05_add0.010,0.05,q95,0.2390922444152774,0.01,0.24909224441527741
72,q95_alpha0.05_add0.020,0.05,q95,0.2390922444152774,0.02,0.2590922444152774
72,q95_alpha0.05_add0.030,0.05,q95,0.2390922444152774,0.03,0.2690922444152774
72,q95_alpha0.05_add0.050,0.05,q95,0.2390922444152774,0.05,0.2890922444152774
72,q95_alpha0.05_add0.080,0.05,q95,0.2390922444152774,0.08,0.3190922444152774
72,conformal_alpha0.05_add0.000,0.05,conformal,0.32353765809382823,0.0,0.32353765809382823
72,conformal_alpha0.05_add0.005,0.05,conformal,0.32353765809382823,0.005,0.32853765809382823
72,conformal_alpha0.05_add0.010,0.05,conformal,0.32353765809382823,0.01,0.33353765809382824
72,conformal_alpha0.05_add0.020,0.05,conformal,0.32353765809382823,0.02,0.34353765809382825
72,conformal_alpha0.05_add0.030,0.05,conformal,0.32353765809382823,0.03,0.3535376580938282
72,conformal_alpha0.05_add0.050,0.05,conformal,0.32353765809382823,0.05,0.3735376580938282
72,conformal_alpha0.05_add0.080,0.05,conformal,0.32353765809382823,0.08,0.40353765809382824
72,max_alpha0.05_add0.000,0.05,max,0.32353765809382823,0.0,0.32353765809382823
72,max_alpha0.05_add0.005,0.05,max,0.32353765809382823,0.005,0.32853765809382823
72,max_alpha0.05_add0.010,0.05,max,0.32353765809382823,0.01,0.33353765809382824
72,max_alpha0.05_add0.020,0.05,max,0.32353765809382823,0.02,0.34353765809382825
72,max_alpha0.05_add0.030,0.05,max,0.32353765809382823,0.03,0.3535376580938282
72,max_alpha0.05_add0.050,0.05,max,0.32353765809382823,0.05,0.3735376580938282
72,max_alpha0.05_add0.080,0.05,max,0.32353765809382823,0.08,0.40353765809382824
73,q90_alpha0.20_add0.000,0.2,q90,0.0,0.0,0.0
73,q90_alpha0.20_add0.005,0.2,q90,0.0,0.005,0.005
73,q90_alpha0.20_add0.010,0.2,q90,0.0,0.01,0.01
73,q90_alpha0.20_add0.020,0.2,q90,0.0,0.02,0.02
73,q90_alpha0.20_add0.030,0.2,q90,0.0,0.03,0.03
73,q90_alpha0.20_add0.050,0.2,q90,0.0,0.05,0.05
73,q90_alpha0.20_add0.080,0.2,q90,0.0,0.08,0.08
73,q95_alpha0.20_add0.000,0.2,q95,0.0,0.0,0.0
73,q95_alpha0.20_add0.005,0.2,q95,0.0,0.005,0.005
73,q95_alpha0.20_add0.010,0.2,q95,0.0,0.01,0.01
73,q95_alpha0.20_add0.020,0.2,q95,0.0,0.02,0.02
73,q95_alpha0.20_add0.030,0.2,q95,0.0,0.03,0.03
73,q95_alpha0.20_add0.050,0.2,q95,0.0,0.05,0.05
73,q95_alpha0.20_add0.080,0.2,q95,0.0,0.08,0.08
73,conformal_alpha0.20_add0.000,0.2,conformal,0.0,0.0,0.0
73,conformal_alpha0.20_add0.005,0.2,conformal,0.0,0.005,0.005
73,conformal_alpha0.20_add0.010,0.2,conformal,0.0,0.01,0.01
73,conformal_alpha0.20_add0.020,0.2,conformal,0.0,0.02,0.02
73,conformal_alpha0.20_add0.030,0.2,conformal,0.0,0.03,0.03
73,conformal_alpha0.20_add0.050,0.2,conformal,0.0,0.05,0.05
73,conformal_alpha0.20_add0.080,0.2,conformal,0.0,0.08,0.08
73,max_alpha0.20_add0.000,0.2,max,0.0,0.0,0.0
73,max_alpha0.20_add0.005,0.2,max,0.0,0.005,0.005
73,max_alpha0.20_add0.010,0.2,max,0.0,0.01,0.01
73,max_alpha0.20_add0.020,0.2,max,0.0,0.02,0.02
73,max_alpha0.20_add0.030,0.2,max,0.0,0.03,0.03
73,max_alpha0.20_add0.050,0.2,max,0.0,0.05,0.05
73,max_alpha0.20_add0.080,0.2,max,0.0,0.08,0.08
73,q90_alpha0.10_add0.000,0.1,q90,0.0,0.0,0.0
73,q90_alpha0.10_add0.005,0.1,q90,0.0,0.005,0.005
73,q90_alpha0.10_add0.010,0.1,q90,0.0,0.01,0.01
73,q90_alpha0.10_add0.020,0.1,q90,0.0,0.02,0.02
73,q90_alpha0.10_add0.030,0.1,q90,0.0,0.03,0.03
73,q90_alpha0.10_add0.050,0.1,q90,0.0,0.05,0.05
73,q90_alpha0.10_add0.080,0.1,q90,0.0,0.08,0.08
73,q95_alpha0.10_add0.000,0.1,q95,0.0,0.0,0.0
73,q95_alpha0.10_add0.005,0.1,q95,0.0,0.005,0.005
73,q95_alpha0.10_add0.010,0.1,q95,0.0,0.01,0.01
73,q95_alpha0.10_add0.020,0.1,q95,0.0,0.02,0.02
73,q95_alpha0.10_add0.030,0.1,q95,0.0,0.03,0.03
73,q95_alpha0.10_add0.050,0.1,q95,0.0,0.05,0.05
73,q95_alpha0.10_add0.080,0.1,q95,0.0,0.08,0.08
73,conformal_alpha0.10_add0.000,0.1,conformal,0.0,0.0,0.0
73,conformal_alpha0.10_add0.005,0.1,conformal,0.0,0.005,0.005
73,conformal_alpha0.10_add0.010,0.1,conformal,0.0,0.01,0.01
73,conformal_alpha0.10_add0.020,0.1,conformal,0.0,0.02,0.02
73,conformal_alpha0.10_add0.030,0.1,conformal,0.0,0.03,0.03
73,conformal_alpha0.10_add0.050,0.1,conformal,0.0,0.05,0.05
73,conformal_alpha0.10_add0.080,0.1,conformal,0.0,0.08,0.08
73,max_alpha0.10_add0.000,0.1,max,0.0,0.0,0.0
73,max_alpha0.10_add0.005,0.1,max,0.0,0.005,0.005
73,max_alpha0.10_add0.010,0.1,max,0.0,0.01,0.01
73,max_alpha0.10_add0.020,0.1,max,0.0,0.02,0.02
73,max_alpha0.10_add0.030,0.1,max,0.0,0.03,0.03
73,max_alpha0.10_add0.050,0.1,max,0.0,0.05,0.05
73,max_alpha0.10_add0.080,0.1,max,0.0,0.08,0.08
73,q90_alpha0.05_add0.000,0.05,q90,0.0,0.0,0.0
73,q90_alpha0.05_add0.005,0.05,q90,0.0,0.005,0.005
73,q90_alpha0.05_add0.010,0.05,q90,0.0,0.01,0.01
73,q90_alpha0.05_add0.020,0.05,q90,0.0,0.02,0.02
73,q90_alpha0.05_add0.030,0.05,q90,0.0,0.03,0.03
73,q90_alpha0.05_add0.050,0.05,q90,0.0,0.05,0.05
73,q90_alpha0.05_add0.080,0.05,q90,0.0,0.08,0.08
73,q95_alpha0.05_add0.000,0.05,q95,0.0,0.0,0.0
73,q95_alpha0.05_add0.005,0.05,q95,0.0,0.005,0.005
73,q95_alpha0.05_add0.010,0.05,q95,0.0,0.01,0.01
73,q95_alpha0.05_add0.020,0.05,q95,0.0,0.02,0.02
73,q95_alpha0.05_add0.030,0.05,q95,0.0,0.03,0.03
73,q95_alpha0.05_add0.050,0.05,q95,0.0,0.05,0.05
73,q95_alpha0.05_add0.080,0.05,q95,0.0,0.08,0.08
73,conformal_alpha0.05_add0.000,0.05,conformal,0.0,0.0,0.0
73,conformal_alpha0.05_add0.005,0.05,conformal,0.0,0.005,0.005
73,conformal_alpha0.05_add0.010,0.05,conformal,0.0,0.01,0.01
73,conformal_alpha0.05_add0.020,0.05,conformal,0.0,0.02,0.02
73,conformal_alpha0.05_add0.030,0.05,conformal,0.0,0.03,0.03
73,conformal_alpha0.05_add0.050,0.05,conformal,0.0,0.05,0.05
73,conformal_alpha0.05_add0.080,0.05,conformal,0.0,0.08,0.08
